FECHA|DEPARTAMENTO|PROVINCIA|DISTRITO|ZONA|BLOQUE|SEGMENTO|ID_POLI|TOTAL_LOTES|ORDEN_LOTE|P301|P301A|P301B1|P301B2|P301B3|P301C1|P301C2|P301C3|P301D|OBSERVACIONES
2021-10-14 17:26:44.640000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151401|2|2|Lote en montes y bosques naturales| |2.5000000000|052|10000|0.0000000000|052|10000|2.75| 
2021-10-14 17:26:56.906000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151402|4|1|Lote en cultivo transitorio a nivel de variedad|00000000428|0.1500000000|052|10000|0.0000000000|052|10000|0.78| 
2021-10-14 17:26:56.906000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151402|4|2|Lote en cultivo transitorio a nivel de variedad|00000000726|0.1800000000|052|10000|0.0000000000|052|10000|0.78| 
2021-10-14 17:26:56.906000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151402|4|3|Lote en descanso| |0.2000000000|052|10000|0.0000000000|052|10000|0.78| 
2021-10-14 17:26:56.906000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151402|4|4|Lote en montes y bosques naturales| |0.2500000000|052|10000|0.0000000000|052|10000|0.78| 
2021-10-14 17:27:12.483000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151404|1|1|Lote en cuerpos de agua (quebradas, riachuelos, lagunas, qochas o reservorios de agua)| |0.0000000000|052|10000|0.0000000000|052|10000|0| 
2021-10-14 17:28:02.343000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151403|4|1|Lote en cultivo transitorio a nivel de variedad|00000000412|0.0400000000|052|10000|0.0000000000|052|10000|2.54| 
2021-10-14 17:28:02.343000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151403|4|2|Lote en cultivo transitorio a nivel de variedad|00000000726|1.5000000000|052|10000|0.0000000000|052|10000|2.54| 
2021-10-14 17:28:02.343000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151403|4|3|Lote en cultivo transitorio a nivel de variedad|00000001007|0.5000000000|052|10000|0.0000000000|052|10000|2.54| 
2021-10-14 17:28:02.343000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151403|4|4|Lote en montes y bosques naturales| |0.5000000000|052|10000|0.0000000000|052|10000|2.54| 
2021-10-14 17:28:46.029000|LA LIBERTAD|SANCHEZ CARRION|MARCABAL|zona_3|bloque_10|130121514|13012151405|11|1|Lote en barbecho| |1.0000000000|052|10000|0.0000000000|052|10000|6.232500000000001| 
